id,name,category,subtype,latitude,longitude,description,official_url,significant_date,date_type,year,image_url,image_credit,image_license,source,source_id,source_url,data_license,last_fetched,county,city,address,region,water_body,tags
historical_marker:mi-dnr-markers:mhc712000001,Elowsky Mill,historical_marker,1,45.221249882796656,-83.73933936357466,"Elowsky Mill
According to local historians, Prussian immigrant Michael Elowsky fled the political turmoil brewing in Eastern Europe in 1862. He settled in Detroit, was joined by his family, and migrated to Presque Isle County around 1870. Prior to 1885 he moved a part of this structure from Trout River and eventually developed a complex of flour, shingle, siding, planing, and lath milling operations. Residents of Metz, Posen, and Krakow Townships brought grain and timber to this mill, which closed in October 1963.",,2002,erected,2002,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/800/attachments/2370,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC712000001,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=800,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Presque Isle,Posen,Long Lake Highway and Leer,Northeast,,
historical_marker:mi-dnr-markers:mhc332005005,Durant Park / Durant Park Arch,historical_marker,5,42.741362810000055,-84.55299674999998,"Durant Park
William C. Durant was one of Michigan´s most important industrialists and the founder of the General Motors Corporation. In 1919 Durant purchased this three-acre city block, once the estate of F. Mortimer Cowles, an Eaton Rapids carpenter who worked on the state capitol. Durant hired Kalamazoo landscape contractor Charles Maxon to create an urban Park. (Maxson also landscaped the Durant Motors Company´s 500,000-square-foot facility on Verlinden Avenue in the city of Lansing.) In 1921 Durant donated the property to the city of Lansing as a park for north side residents. The park included flowerbeds and trees, serpentine concrete pathways, and a circular fountain basin in the center of the park. A parade marked the dedication on June 23, 1921.

Durant Park Arch
The city of Lansing erected the Durant Park Arch in 1924 in gratitude to automobile magnate William C. Durant, who donated this park to the city in 1921. That same year, he built a $3 million factory in Lansing, known as the ""Ver Linden"" Branch of Durant Motors, which produced the Durant and the Star models. When it opened, the plant had 3,000 employees and was credited with increasing the city´s population by 15,000 people. The Lansing-based Christman Company built the arch. The monument is built of brick masonry and Indiana limestone. The name ""Durant Park"" was lit from the inside with electric bulbs so that it would be visible at night. This architectural monument is the only one of its kind in Lansing. It was restored in 2004.",,2005,erected,2005,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/801/attachments/926,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC332005005,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=801,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ingham,Lansing,Durant Park,Central,,Auto Industry
historical_marker:mi-dnr-markers:mhc071979059,Zeba Indian United Methodist Church / Zeba Indian United Methodist Church,historical_marker,,46.80255600000004,-88.41453499999994,"Zeba Indian United Methodist Church
Early Methodist missionaries came to Kewawenon from Sault Sainte Marie by canoe, often a two-week trip. Among them was John Sunday, a Chippewa, who arrived in 1832 to educate and Christianize his fellow Indians. John Clark came two years later and erected a school and mission house. By 1845 this mission consisted of a farm and a church with fifty-eight Indian and four white members. A second church, erected in 1850, was dedicated by John H. Pitezel, who served here from 1844 to 1847.

Zeba Indian United Methodist Church
Indians from far and near came here to attend the annual camp meetings which began in 1880. The present frame church, known now as the Zeba Indian Mission Church, was erected in 1888. Completely covered with hand made wooden shingles, this structure has changed little since its construction. The Methodist minister of L’Anse serves the congregation. The Zeba Indian United Methodist Church, the successor of the 1832 Kewawenon mission, is an area landmark.",,1979,erected,1979,,,,MI-DNR-Markers,MHC071979059,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=802,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Baraga,L'Anse,Peter Marksman Road,Western UP,,Native People
historical_marker:mi-dnr-markers:mhc331996029,REO Motor Car Company / REO Clubhouse,historical_marker,5,42.716931000000045,-84.55219099999994,"REO Motor Car Company
In 1904 Ransom Eli Olds founded the REO Motor Car Company and built a factory on this site. In 1897 Olds had organized the Olds Motor Vehicle Company, the forerunner of Oldsmobile. REO soon became a leading automobile producer. The REO Motor Truck Company was formed in 1910, and production of the popular Speed Wagon soon began. REO offered the first practical automatic transmission in 1933; however, the depression-era economy brought an end to car production in 1936. The company focused instead on commercial and military vehicles under the name REO Motors. Diamond T Trucks merged with REO in 1967, resulting in Diamond REO Trucks, Inc. The maker of “The World’s Toughest Truck” closed in 1975. Despite its designation as a National Historic Landmark, the plant was razed in 1979 to make way for new industry.

REO Clubhouse
Built in 1917, the REO Clubhouse was the cultural and recreational hub of Lansing, hosting free movies, wedding receptions, basketball games, dress balls, and patriotic gatherings during the First and Second World Wars. It was also the home of Lansing’s first radio station, WREO, which went on the air in 1921. Known as the “Temple of Leisure,” the building comprised a two thousand-person capacity dining room, an auditorium, a library, four bowling alleys, a fireproof movie booth, and smoking, lounging and billiard rooms. Use of the clubhouse by employees was one of the policies implemented by REO to cultivate the loyalty of its workers. Years after the Diamond REO plant closed in 1975, former employees recalled the sense of family fostered by the company. The clubhouse was razed in 1979.",,1996,erected,1996,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/803/attachments/928,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC331996029,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=803,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ingham,Lansing,2100 S. Washington Avenue,Central,,Auto Industry
historical_marker:mi-dnr-markers:mhc441991001,Henry Stephens Memorial Library,historical_marker,,42.92037400000004,-83.04723099999995,"Henry Stephens Memorial Library
Henry Stephens (1823-1886), a native of Dublin, Ireland, was a merchant, lumberman, and financier. One of Almont’s earliest settlers, Stephens established the first mercantile business here. In 1845 he built a sawmill north of Lapeer. When the pine forests in this area were depleted, he moved to Richfield Township in Roscommon County, building a mill and founding the village of St. Helen. Stephens also had a summer home in Romeo. In 1916 his youngest son, Albert Stephens, offered to fund the construction of a library in honor of his father. The following year local contractor Al Thayer erected this Georgian Revival building. An addition was erected in 1987. The library is part of the West St. Clair Street National Register Historic District.",,1996,erected,1996,,,,MI-DNR-Markers,MHC441991001,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=804,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Lapeer,Almont,213 W. St. Clair St,East/Thumb,,
historical_marker:mi-dnr-markers:mhc391975005,DeLano Homestead,historical_marker,4,42.36184100000003,-85.59705700099994,"DeLano Homestead
William Smith DeLano (1819-1901) was a southwestern Michigan pioneer settler. He built this modest Greek Revival-style house in 1858. A native of western New York State, DeLano came to the area with an uncle in 1837. He first worked clearing farms for neighbors. In 1843, at the age of twenty-three, he purchased 40 acres and began the family farmstead. By 1854 DeLano owned over 100; by 1880 he had 235 acres. Over the years, DeLano’s sons continued to purchase neighboring lands. The family eventually acquired over 600. Members of the family lived on the farm until 1963. For several years afterwards, the house was neglected. In 1968 the Kalamazoo Nature Center acquired the structure and most of the original DeLano farm. The farmhouse was restored and opened to the public in 1975.",,1982,erected,1982,,,,MI-DNR-Markers,MHC391975005,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=805,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Kalamazoo,Kalamazoo,555 West E Avenue,Southwest,,
nrhp_site:nrhp:95000867,Wahbememe Burial Site and Monument,nrhp_site,site,41.79760462200006,-85.66300974699988,"Chief Wahbememe Burial Site
Potawatomi Chief Wahbememe (White Pigeon) was a signer of the 1795 Treaty of Greenville, which placed Michigan Great Lakes forts in U.S. hands. The chief was known as a friend to the white settlers in Michigan. According to legend, while attending a gathering of chiefs in Detroit, Wahbememe heard of a plot to attack the settlement that later became known as White Pigeon. The story states that he immediately set out on foot, running nearly 150 miles across the state without stopping for food or rest to alert the village. After warning of the impending danger, he collapsed from exhaustion and soon died. His remains are buried on this site, which is listed in the National Register of Historic Places.

Chief Wahbememe Burial Site
In 1909 members of the Alba Columba Club, a White Pigeon women’s group, raised funds and community support to create this monument to Potawatomi Chief Wahbememe (White Pigeon). The owner of the burial site, John Weaver, with the help of his sons and neighbors, loaded the granite boulder onto a wagon at the Edison W. Rockwell farm in Porter Township, Cass County. Four horses pulled it ten miles to this site. On August 10, 1909, a day-long celebration marked the occasion of the dedication of Wahbememe’s memorial. Four thousand people, including Lieutenant Governor Patrick H. Kelley, watched as Chief Wahbememe’s great great grandson, Willie White Pigeon, aged six, unveiled the finished monument.",https://catalog.archives.gov/id/25340551,2012,listed,2012,,,,NRHP,95000867,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='95000867',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,St. Joseph,White Pigeon,"Jct. of US 12 and US 131, Mottville Township",Southwest,,also_historical_marker
historical_marker:mi-dnr-markers:mhc121988012,Quincy Public Library / Quincy Public Library,historical_marker,,41.94477200000006,-84.88402099999996,"Quincy Public Library
In 1906 Quincy businessman Charles W. Bennett and steel entrepreneur Andrew Carnegie both offered to build a library in Quincy Township. Carnegie required that the township provide the land and name the building after him. Bennett’s only stipulation was that his name not appear on the building. He agreed to provide in his will both land and funds for a library. Upon the sudden death of Bennett’s son, construction of the library began ahead of schedule in March 1910.

Quincy Public Library
Dedicated on November 1, 1910, this building represents the generosity of two Quincy citizens, Charles W. Bennett and Quincy State Bank president Melvin S. Segur. Segur gave the funds necessary to begin construction immediately after the sudden death of Bennett’s son Charles A. Bennett. The elder Bennett wished the library to be built as a memorial to his son. The township was given title to both the land and the building and has provided for the maintenance of both since that time.",,1989,erected,1989,,,,MI-DNR-Markers,MHC121988012,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=808,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Branch,Quincy,11 North Main,Southwest,,
nrhp_site:nrhp:80001894,"Comstock, Elias, Cabin",nrhp_site,building,42.99920018900019,-84.17542723899999,"Comstock Cabin
Elias Comstock was the first pioneer to erect a permanent residence in Owosso. He moved here in 1836. Comstock was a merchant, school teacher, justice of the peace, township supervisor, judge, and county clerk. This one-room structure was built for him in the mid-1830s. Though the cabin has been moved three times (the last in 1969), the original logs are still intact. It is now located just north of the Comstock homesite. Funds raised by the Owosso Bicentennial Committee help maintain the cabin and surrounding grounds.",https://catalog.archives.gov/id/25338470,2012,listed,2012,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/809/attachments/2446,Michigan History Center,Michigan DNR Open Data,NRHP,80001894,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='80001894',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,Shiawassee,Owosso,"Curwood Castle Dr., and John St.",Central,,also_historical_marker
nrhp_site:nrhp:82004466,Marine City City Hall,nrhp_site,building,42.720157538000024,-82.491598357,"Marine City
Built in 1884 at a cost of $12,300, this edifice has served continuously as the seat of local government. Marine City was incorporated as the village of Marine in 1865. It became Marine City in 1867. The first village president was David Lester, a prominent shipbuilder. Shipbuilding was the principal industry for about a half century, employing several hundred men. During the era of wooden ships, this city was one of the largest shipbuilding centers in the Great Lakes area, with an output of nearly 250 vessels by 1900. The discovery of salt on Catholic Point in 1882 proved to be another prosperous business with major salt companies springing up as a result of this important find.",https://catalog.archives.gov/id/25340505,2012,listed,2012,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/810/attachments/2197,Michigan History Center,Michigan DNR Open Data,NRHP,82004466,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='82004466',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,St. Clair,Marine City,300 Broadway St.,East/Thumb,,also_historical_marker
historical_marker:mi-dnr-markers:mhc032006002,Reed's Livery,historical_marker,1,42.65493300000003,-86.20358299999998,"Reed's Livery
Roger E. Reed, whose father was a blacksmith and carriage maker, built this structure in 1905. The front of the building housed an office and carriages, while the back was a stable with 25 stalls. Here travelers boarded stages bound for Holland, Grand Rapids, or Allegan, and customers rented horses and wagons. The cement block building was hailed as modern and fireproof, and it served as the village fire station during the 1950s. An Eskimo Pie factory was among the manufacturers once located here.",,2007,erected,2007,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/811/attachments/935,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC032006002,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=811,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Allegan,Saugatuck,248 Culver Street,West Michigan,,
historical_marker:mi-dnr-markers:mhc131976043,National House,historical_marker,,42.271656000000064,-84.96487099999996,"National House
Erected by Andrew Mann in 1835, this structure is reported to be the first brick building in Calhoun County. National House was also known as Mann’s Hotel. It served travelers passing through Marshall and hosted political and community gatherings. Over the years it has been called, among other names, the Acker House and Facey House. Its varied history includes use as a wagon and windmill factory. This two-story, low gabled building has been restored to its original appearance and use as an inn.",,1977,erected,1977,,,,MI-DNR-Markers,MHC131976043,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=812,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Calhoun,Marshall,102 South Parkview,Southwest,,
historical_marker:mi-dnr-markers:mhc121961012,"The City of Coldwater, 1861-1961",historical_marker,,41.940728000000036,-85.00036699999998,"The City of Coldwater, 1861-1961
Potawatomi Indians ceded Coldwater Prairie to the United States in 1827. The Indians called it Chucksewyabish, meaning ""cold spring water."" Coldwater is located at the junction of [the] Old Sauk and Fort Wayne Indian Trails. The settlement's first house was built near this site in 1830 by Hugh Campbell. The first school was organized in 1832. Coldwater became a village in 1837, the county seat of Branch County in 1842, and a city on February 28, 1861. The State Home and Training School, dating back to 1871, is here. Coldwater has many fine old houses, legacies of the pioneers who built this city.",,1961,erected,1961,,,,MI-DNR-Markers,MHC121961012,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=813,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Branch,Coldwater,Intersection US-12 & US-27,Southwest,,Native People
historical_marker:mi-dnr-markers:mhc331991002,Michigan Retail Hardware Association / Michigan Retail Hardware Association,historical_marker,,42.68908700000003,-84.53807500099998,"Michigan Retail Hardware Association
With the philosophy, “in union there is strength,” twenty Michigan hardware retailers convened in Detroit on July 9, 1895, and organized the Michigan Retail Hardware Association. Frank S. Carlton of Calumet was elected the first president. The group worked toward the enactment of state and national legislation on behalf of the retail, wholesale and manufacturing trades. The first success was the passage in 1897 of a state mechanics lien law.

Michigan Retail Hardware Association
Hardware retailers in attendance at the association’s organizational meeting in 1895 were: R. B. Bloodgood, C. F. Bock, L. B. Brockett, F. S. Carlton, Thomas Harvey, George W. Hubbard, T. Frank Ireland, H. C. Minnie, J. H. Moyes, John Popp, J. B. Sperry, N. B. Wattles, Henry C. Weber, S. L. Boyce and Son, Casper Gnau and Company, Edwards and Chamberlin, Foster, Stevens Company, John W. Jochim Company, McDonnell Hardware, and Scott Brothers and Delisle.",,1991,erected,1991,,,,MI-DNR-Markers,MHC331991002,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=814,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Ingham,Lansing,4414 South Pennsylvania,Central,,
historical_marker:mi-dnr-markers:mhc521956003,Jackson Mine,historical_marker,,46.513810000000035,-87.60116099999999,"Jackson Mine
On this spot on September 19, 1844, William A. Burt, a deputy government surveyor, was the first to discover the great Lake Superior iron ore deposits. Peculiar fluctuations in his magnetic compass led Burt to ask his men to seek the cause, and they soon returned with pieces of iron ore from outcroppings in the area. Next year prospectors from Jackson, Michigan, led by Phil M. Everett, arrived at the Carp River. Marji-Gesick, a Chippewa chief, guided members of the party in June to this location where he showed them iron ore in the roots of a fallen pine tree. As a result of this discovery, the Jackson Mining Company, of which Everett was a founder, began taking out ore here in 1847. Thus was born the Lake Superior area’s great iron mining industry.",,1957,erected,1957,,,,MI-DNR-Markers,MHC521956003,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=815,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Marquette,Negaunee,820 Maas St,Eastern UP,,Mining Industry
historical_marker:mi-dnr-markers:mhc791981043,Tuscola County Fair,historical_marker,1,43.48321797363511,-83.39738053023441,"Tuscola County Fair
On March 11, 1882, thirty-three years after the nation’s first state fair was held in Detroit, the Tuscola County Fair was organized as the Caro District Agricultural Association. On September 19-22, 1882, the fair hosted its first agricultural and recreational exhibition. Always a primary agricultural attraction, the county fair has displayed new farming equipment and methods, animals, produce, and handicrafts on this site for the past century.",,1981,erected,1981,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/816/attachments/2453,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC791981043,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=816,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Tuscola,Caro,700 South Almer,East/Thumb,,
historical_marker:mi-dnr-markers:mhc502002008,Immanuel Methodist Episcopal Church,historical_marker,,42.47069800000003,-82.95448599999997,"Immanuel Methodist Episcopal Church
German immigrants began organizing Methodist churches in Michigan in 1846. In 1849 a small group founded the Immanuel Methodist Church in Roseville to serve Detroit’s northeast side. In 1933, when the Roseville church was razed to widen Gratiot Avenue, the congregation relocated here. This Neo-Gothic sandstone church, the congregation’s third, was designed by Merritt and Cole of Detroit and was dedicated on November 5, 1933.",,2003,erected,2003,,,,MI-DNR-Markers,MHC502002008,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=817,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Macomb,Eastpointe,23715 Gratiot Ave,Southeast,,
historical_marker:mi-dnr-markers:mhc631966007,Four Towns Methodist Church,historical_marker,,42.61828000000003,-83.41240299999998,"Four Towns Methodist Church
Four Towns received its name because it is near the point where the townships of West Bloomfield, Commerce, Waterford, and White Lake meet. In 1866 a frame schoolhouse was built here, on land donated by Nathan R. Colvin. From that year until 1930 the building served both as a school and church. Since then the building has been used primarily for church activities.",,1966,erected,1966,,,,MI-DNR-Markers,MHC631966007,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=818,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Oakland,Waterford,6451 Cooley Lake Road,Southeast,,
historical_marker:mi-dnr-markers:mhc741979039,Newport Academy,historical_marker,4,42.716,-82.49422222222222,"Newport Academy
Emily Ward established the Newport Academy about 1845 to provide educational opportunities for area children. Miss Ward was a niece of Samuel Ward, the founder of Newport (now Marine City), and the sister of Eber Brock Ward, a shipping magnate and wealthy steel industrialist. She conducted the academy for about twenty years. This structure, erected in 1847, was one of the first school buildings in the community. The city bought it in 1868 and moved it from a nearby corner to its present location in 1870. It has served as both a private and public school, a village hall and jail, a hose house and a church. The Marine City Public Library has occupied this structure since 1939.",,1980,erected,1980,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/819/attachments/2291,Michigan History Center,Michigan DNR Open Data,MI-DNR-Markers,MHC741979039,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=819,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,St. Clair,Marine City,405 South Main Street,East/Thumb,,
historical_marker:mi-dnr-markers:mhc251983009,Mason's Tavern,historical_marker,,42.94363700000008,-83.69225899899999,"Mason's Tavern
Daniel Mason, a native of New Hartford, New York, built this structure as a stagecoach inn and tavern around 1850. It soon became a popular stagecoach stop along the route of the Flint and Fentonville Plank Road Company, which was established in 1849. From 1853 to 1871, Mundy Township’s first post office was also housed here. The tavern and post office continued to operate until shortly after the Flint and Pere Marquette Railway came to the area. In 1879 Mason sold the property and moved to Flint, where he died in 1880. The tavern later became a private residence.",,1986,erected,1986,,,,MI-DNR-Markers,MHC251983009,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=820,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Genesee,Grand Blanc,7500 Fenton Road,East/Thumb,,
historical_marker:mi-dnr-markers:mhc611983008,Lebanon Lutheran Church,historical_marker,,43.39632900000004,-86.34777400099995,"Lebanon Lutheran Church
During the mid-nineteenth century, immigrant Swedes, Norwegians, and Danes settled in this area. In 1868 they organized a Scandinavian Lutheran Church with the Reverend T. H. Ward as pastor. On June 2, 1872, the Swedish members of the congregation withdrew to become part of the Augustana Synod and formed the Swedish Evangelical Lutheran Lebanon Church of Whitehall. A theological student, V. A. Youngberg, was called as the new church’s first pastor. The Swedes met in the Scandinavian Church until 1877, when they built this Gothic-inspired church using lumber cut from the surrounding woods and milled in the Covell-Stapes mill. Services were held in Swedish until the early 1930s. In the 1980s the neighborhood around the church was still known locally as Swedentown.",,1985,erected,1985,,,,MI-DNR-Markers,MHC611983008,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=821,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Muskegon,Whitehall,1101 South Mears Ave,West Michigan,,
historical_marker:mi-dnr-markers:mhc131972004,Beckley Cemetery,historical_marker,1,42.26328720262735,-85.2378054539419,"Beckley Cemetery
In 1833 Joseph W. Stewart, a native of New York, settled in the Oak Openings area of western Calhoun County. Recognizing a need for a cemetery in the neighborhood he set aside a portion of his land for this purpose, offering the plots without charge. When a new law in 1859 required each township to make provisions for burials, Stewart turned his property over to Battle Creek Township. In later years this area became known as Beckley Corners after Ira Beckley, another early settler.",,1973,erected,1973,,,,MI-DNR-Markers,MHC131972004,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=822,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Calhoun,Battle Creek,Helmer and Beckley Roads,Southwest,,
historical_marker:mi-dnr-markers:mhc111981023,Old St. Joseph Neighborhood,historical_marker,,42.100292000000024,-86.48832299999998,"Old St. Joseph Neighborhood
During the late nineteenth and early twentieth centuries, local river captains, mill owners, merchants and other professionals built homes in this neighborhood. Over one hundred of their homes remain. They exemplify popular architectural styles ranging from Spanish Colonial Revival to American foursquare. Of particular interest are the elegant Queen Anne-style homes. The Old St. Joseph Neighborhood is recognized as a state historic district.",,1984,erected,1984,,,,MI-DNR-Markers,MHC111981023,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=823,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Berrien,St. Joseph,822 Main Street,Southwest,,
historical_marker:mi-dnr-markers:mhc411974001,Voigt House,historical_marker,,42.96082700000005,-85.65679699999998,"Voigt House
This elegant and perfectly preserved Victorian mansion was built for Carl G. A. Voigt in 1895. Voigt came to Grand Rapids in 1870 and ran a mill and dry goods store with W. G. Herpolsheimer. In 1902, when the partnership ended, Voigt took over the milling works. The house, designed by eminent local architect, William G. Robinson, was inspired by the chateaux at Chenonceaux, France. The interior is opulently furnished with original possessions of the Voigt family. In 1972, a year after the death of the last occupant, Ralph Voigt, the house became a public museum.",,1977,erected,1977,,,,MI-DNR-Markers,MHC411974001,https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/query?where=OBJECTID=824,Michigan open data (Michigan DNR; attribution requested),2026-06-14T16:49:07.111764+00:00,Kent,Grand Rapids,115 College Avenue SE,West Michigan,,
nrhp_site:nrhp:95000074,St. Clair Inn,nrhp_site,building,42.82777316300012,-82.48439989299999,"St. Clair Inn
During the early twentieth century, known as the “Golden Age of Steamboating,” pleasure craft were numerous on the St. Clair River. In 1925 the local Rotary Club decided that a luxurious establishment was needed to accommodate the large number of tourists and serve as a civic and social center. Club members organized the St. Clair Community Hotel Corporation. Many of the area’s leading businessmen were on the board. The board hired Hockenbury System, Inc., of Harrisburg, Pennsylvania, for advice on financing the venture. The financial plan was modeled after successful community hotel campaigns in over one hundred cities nationwide. The public offering of stock began in July 1925, and the campaign for funds exceeded its $180,000 objective within ten days. The sixty-room hotel was completed the following year.

St. Clair Inn
Hailed at its opening in September 1926 as “the most beautiful hostelry which ever graced a city,” the St. Clair Inn is an important historical landmark on the St. Clair River. Constructed in the waning years of popularity of luxury excursion vessels on the Great Lakes, the hotel has been a popular destination for both river and automobile travelers. Port Huron architect Walter Wyeth modeled the hotel after English country inns. Although several additions have been constructed, the original Neo-Tudor building retains its English flavor. The interior features a lobby with a brick floor, a heavily beamed ceiling with exposed rough-hewn timbers, and a great lounge with Tudor fireplaces. The St. Clair Inn was listed in the National Register of Historic Places in 1995.",https://catalog.archives.gov/id/25340507,2012,listed,2012,,,,NRHP,95000074,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/nrhp_points_v1/FeatureServer/0/query?where=NRIS_Refnum='95000074',"Public domain (U.S. Government work, NPS)",2026-06-14T16:49:07.116232+00:00,St. Clair,St. Clair,500 N. Riverside Ave.,East/Thumb,,also_historical_marker
