name,latitude,longitude,subtype,year,date_reported,description,image_url,official_url,county,city
Historic Mill Creek Discovery Park,45.74431476680225,-84.66695835723611,State Park or Recreation Area,,,"Dousman's Mill, formerly known as Historic Mill Creek, Historic Mill Creek State Park and Historic Mill Creek Discovery Park, is a state park, nature preserve, and historic site in the U.S. state of Michigan. It is run by Mackinac State Historic Parks, the operating arm of the various historic parks in the Mackinac Straits area, including Mackinac Island State Park. It is 625 acres (253 ha) in size, and the park is located five miles (8.0 km) southeast of Mackinaw City on U.S. Highway 23.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Historic_Mill_Creek_Michigan.jpg/330px-Historic_Mill_Creek_Michigan.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://en.wikipedia.org/wiki/Dousman's_Mill,Cheboygan,Mackinaw City
Onaway State Park,45.43223563489876,-84.22907609691917,State Park or Recreation Area,,,"Onaway State Park is a public recreation area covering 158 acres (64 ha) on the southeast shore of Black Lake in North Allis Township, Presque Isle County, Michigan. The state parks sits at the end of M-211 five miles north of Onaway. It contains sand and cobblestone beaches, large rock outcroppings, a campground, and nature trail highlighting a diversity of trees. The park was added to the National Register of Historic Places in 2009.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Onaway_State_Park_c1930.jpg/330px-Onaway_State_Park_c1930.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Onaway,Presque Isle,Onaway
P.H. Hoeft State Park,45.463713659062655,-83.88356999110432,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Hoeft,Presque Isle,Rogers City
Young State Park,45.23590855702637,-85.04218832752878,State Park or Recreation Area,,,"Young State Park is a public recreation area near Boyne City, Michigan, occupying 563 acres (228 ha) on the eastern shore of 17,260-acre (6,980 ha) Lake Charlevoix in Charlevoix County in the northwest of Northern Michigan.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Young_State_Park_%28Evangeline_Township%29.jpg/330px-Young_State_Park_%28Evangeline_Township%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Young,Charlevoix,Boyne City
Fisherman's Island State Park,45.307795553760684,-85.30164341624915,State Park or Recreation Area,,,"Fisherman's Island State Park is a public recreation area of 2,678 acres (1,084 ha) sitting on six miles (9.7 km) of Lake Michigan shoreline southwest of Charlevoix, Michigan. It is named for a small piece of land, Fisherman Island, located some 900 feet (270 m) from the mainland. For most of the period from 1998 to 2016, historically low lake levels resulted in the island becoming attached to the mainland via a tombolo. The park's interior terrain consists largely of rolling dunes covered with maple, birch and aspen broken up by bogs of cedar and black spruce. The park is operated by the Mic…",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Fisherman%27s_Island_State_Park_%28July_2022%29.jpg/330px-Fisherman%27s_Island_State_Park_%28July_2022%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Fishermans,Charlevoix,Charlevoix
Clear Lake State Park,45.13402658948406,-84.17714304634022,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/ClearLake,Montmorency,Atlanta
Harrisville State Park,44.64788355853072,-83.3019387197985,State Park or Recreation Area,,,"Harrisville State Park is a public recreation area covering 107 acres (43 ha) on the shore of Lake Huron off U.S. Route 23 in Harrisville and Harrisville Township, Alcona County, Michigan. The state park contains more than 100 acres of heavily forested land as well as a mile-long sandy beach. It is considered an important location for birders, with large and varied migratory populations of warblers and other song birds. The park is administered by the Michigan Department of Natural Resources.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Harrisville_State_Park_%28Sept_2018%29.jpg/330px-Harrisville_State_Park_%28Sept_2018%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Harrisville,Alcona,Harrisville
Thompson's Harbor State Park,45.335517654163795,-83.60396088954343,State Park or Recreation Area,,,"Thompson's Harbor State Park is a remote and largely undeveloped public recreation area on Lake Huron covering 5,109 acres (2,068 ha) in Presque Isle County, Michigan. The state park's seven point five miles (12.1 km) of pristine shoreline encompass a varying terrain of second growth forest, limestone cobble beaches, and deep sand dunes. The park's flora and fauna include a large population of dwarf lake iris as well as more than one hundred bird species, coyotes, deer, and black bear. The park offers six miles (9.7 km) of trails for hikers and cross-country skiers, rustic cabins, and opportu…",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Thompson%27s_Harbor_State_Park_3.jpg/330px-Thompson%27s_Harbor_State_Park_3.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/ThompsonsHarbor,Presque Isle,Rogers City
Hartwick Pines State Park,44.73546249770235,-84.66976915580221,State Park or Recreation Area,,,"Hartwick Pines State Park is a public recreation area covering 9,335 acres (3,778 ha) in Crawford County near Grayling and Interstate 75 on the Lower Peninsula of the U.S. state of Michigan. The state park contains an old-growth forest of white pines and red pines, known as the Hartwick Pines. It is claimed by the Michigan Department of Natural resources that this old growth area, along with the Red Pine Natural Area Preserve in Roscommon County resembles the appearance of all Northern Michigan prior to the logging era. These areas do, however, lack the reoccurring low intensity fires which o…",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Hartwick_Pines_State_Park_logging_museum.jpg/330px-Hartwick_Pines_State_Park_logging_museum.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Hartwick,Crawford,Grayling
North Higgins Lake State Park,44.51483845621283,-84.75950515874996,State Park or Recreation Area,,,"North Higgins Lake State Park is a public recreation area located nine miles (14 km) west of Roscommon in Beaver Creek Township, Crawford County, Michigan. The state park occupies 449 acres (182 ha) on the north shore of Higgins Lake at the site of what was once one of the world's largest seedling nurseries.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/North_Higgins_Lake_State_Park.jpg/330px-North_Higgins_Lake_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/NorthHiggins,Crawford,Roscommon
Interlochen State Park,44.63139041821516,-85.76659948202375,State Park or Recreation Area,,,"Interlochen State Park is a public recreation area covering 187 acres (76 ha) on the isthmus between Green Lake and Duck Lake in Grand Traverse County, Michigan. The park offers swimming, year-round fishing, picnicking, camping, and boat launches.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Interlochen_State_Park_entrance_sign_August_2026.jpg/330px-Interlochen_State_Park_entrance_sign_August_2026.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Interlochen,Grand Traverse,Interlochen
William Mitchell State Park,44.23831237159271,-85.45483034322154,State Park or Recreation Area,,,"William Mitchell State Park is a public recreation area covering 660 acres (270 ha) on the southwest side of Cadillac in northern lower Michigan. The state park is located between Lake Mitchell and Lake Cadillac. The historic Clam Lake Canal, approximately one-third of a mile in length, connects the two lakes and runs directly through the park. Dug in 1873 at the direction of city father George A. Mitchell, the canal allowed felled trees to be floated from Lake Mitchell to lumber mills on Lake Cadillac.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Mitchell_State_Park_%28May_2017%29.jpg/330px-Mitchell_State_Park_%28May_2017%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Mitchell,Wexford,Cadillac
Newaygo State Park,43.49735924158944,-85.58233130292514,State Park or Recreation Area,,,"Newaygo State Park is a public recreation area covering 400 acres (160 ha) on the south side of Hardy Dam Pond in Big Prairie Township, Newaygo County, Michigan. The state park sits atop 20-foot (6.1 m) embankments overlooking the six-mile-long (10 km), 4,000-acre (1,600 ha) impoundment of the Muskegon River.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Newaygo_State_Park.jpg/330px-Newaygo_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Newaygo,Newaygo,Newaygo
Negwegon State Park,44.849487589470904,-83.3459797550231,State Park or Recreation Area,,,"Negwegon State Park is an undeveloped public recreation area on Lake Huron lying five miles (8.0 km) southeast of the unincorporated community of Ossineke in Alpena County and Alcona County, Michigan. The state park's 4,118 acres (1,666 ha) occupy the southern tip of Thunder Bay, fourteen miles (23 km) across the water from the city of Alpena. The park includes lowland areas with small ridges, mature pine forest, open meadows, and a long sand beach. It is administered by the Michigan Department of Natural Resources with support from the volunteer ""Friends of Negwegon.""",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Negwegon_State_Park_%28July_2025%29.jpg/330px-Negwegon_State_Park_%28July_2025%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Negwegon,Alcona,Ossineke
Orchard Beach State Park,44.2837453298187,-86.31360961005858,State Park or Recreation Area,,,"Orchard Beach State Park is a public recreation area covering 201 acres (81 ha) on the shore of Lake Michigan in Manistee Township, Manistee County, Michigan. Situated on a bluff three miles north of the city of Manistee, the state park offers camping, hiking trails, and scenic views over Lake Michigan.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Orchard_Beach_State_Park_2_by_Joshua_Young.png/330px-Orchard_Beach_State_Park_2_by_Joshua_Young.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/OrchardBeach,Manistee,Manistee
Port Crescent State Park,44.0073784649932,-83.05138757542343,State Park or Recreation Area,,,"Port Crescent State Park is a public recreation area on Lake Huron five miles (8.0 km) southwest of Port Austin in Huron County at the tip of The Thumb of Michigan. The state park covers 640 acres (260 ha) along state route M-25 in Hume Township. The park occupies the site of Port Crescent, a ghost town which once stood at the mouth of the Pinnebog River. The park was designated a Michigan ""dark sky preserve"" in 2012.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Port_Crescent_State_Park_%28Aug_2019%29.jpg/330px-Port_Crescent_State_Park_%28Aug_2019%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/PortCrescent,Huron,Port Austin
Rifle River State Recreation Area,44.42150548196384,-84.02211191992782,State Park or Recreation Area,,,"Rifle River State Recreation Area is a state park located on the upper reaches of the Rifle River within the Au Sable State Forest in Ogemaw County, in the U.S. state of Michigan. Covering 4,449 acres (1,800 ha), the area provides a variety of recreational opportunities, including boating, canoeing, hiking, hunting, fishing, cross-country skiing, biking, and swimming.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Rifle_River_State_Recreation_Area_%28August_2021%29.jpg/330px-Rifle_River_State_Recreation_Area_%28August_2021%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/RifleRiver,Ogemaw,Lupton
Keith J. Charters Traverse City State Park,44.74808244894732,-85.55381442960183,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/TraverseCity,Grand Traverse,Traverse City
Tawas Point State Park,44.26075348654601,-83.44112372307777,State Park or Recreation Area,,,"Tawas Point State Park is a public recreation area located on Lake Huron in Northern Michigan near the city of East Tawas, Michigan. The state park encompasses 183 acres (74 ha) at the end of a sand spit that forms Tawas Bay. It has been referred to as the ""Cape Cod of the Midwest"" and is a notable bird-watching site. The park is home to the Tawas Point Light, which, although it has been remodeled several times, serves as the sole representative of a true Victorian-era style station built on the Great Lakes.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Tawaspoint3.jpg/330px-Tawaspoint3.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/TawasPoint,Iosco,East Tawas
Van Riper State Park,46.52084057546996,-87.98473339777102,State Park or Recreation Area,,,"Van Riper State Park is a public recreation area located in the Upper Peninsula of the U.S. state of Michigan, 17 miles (27 km) west of Ishpeming on US Highway 41. The state park's 1,100 acres (450 ha) lie partly in Michigamme Township and partly in Champion Township, both in Marquette County. The park has about 1.5 miles (2.4 km) of frontage along the eastern shores of Lake Michigamme, and 1.5 miles (2.4 km) of frontage along the shores of the Peshekee River.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Van_Riper_State_Park.jpg/330px-Van_Riper_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/VanRiper,Marquette,Champion
Craig Lake State Park,46.59945057341327,-88.18985847096627,State Park or Recreation Area,,,"Craig Lake State Park is a remote public recreation area covering 9,732 acres (3,938 ha) in Baraga County in the Upper Peninsula of the state of Michigan. The state park has several lakes that are accessible only by foot or paddling.",,https://www.michigan.gov/recsearch/parks/CraigLake,Baraga,Champion
Wilderness State Park,45.74935196854189,-84.85867175111166,State Park or Recreation Area,,,"Wilderness State Park is a public recreation area bordering Lake Michigan, five miles southwest of Mackinaw City in Emmet County in Northern Michigan. The state park's 12,800 acres (5,200 ha) include 26 miles (42 km) of shoreline, diverse forested dune and swale complexes, wetlands, camping areas, and many miles of hiking trails. The state park is operated by the Michigan Department of Natural Resources, which has, as of 2006, approved a proposal that 4,492 acres (1,818 ha) be officially dedicated as a wilderness area. Wilderness State Park was designated a Michigan ""dark sky preserve"" in 201…",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Wilderness_State_Park_%28July_2018%29.jpg/330px-Wilderness_State_Park_%28July_2018%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Wilderness,Emmet,Carp Lake
Brimley State Park,46.412706560671474,-84.55622608493425,State Park or Recreation Area,,,"Brimley State Park is a public recreation area covering approximately 100 acres (40 ha) on the shore of Whitefish Bay at the far eastern end of Lake Superior in the U.S. state of Michigan. The state park is located on the northeast side of the Village of Brimley, eleven miles southwest of Sault Ste. Marie. To help create the park, the Village of Brimley gave an initial 38 acres (15 ha) to the Michigan Department of Natural Resources in 1923. The park offers an observation platform as well as facilities for camping, picnicking, swimming, fishing, and boating.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Brimley_State_Park.JPG/330px-Brimley_State_Park.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Brimley,Chippewa,Brimley
Leelanau State Park,45.208914523345065,-85.54543548077834,State Park or Recreation Area,,,"Leelanau State Park is a public recreation area covering 1,550 acres (630 ha) on the Leelanau Peninsula in Leelanau County, Michigan. The state park encompasses the tip of the peninsula and is the home of the Grand Traverse Lighthouse.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Sunset_frm_Grand_Traverse_Lighthouse.jpg/330px-Sunset_frm_Grand_Traverse_Lighthouse.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Leelanau,Leelanau,Northport
Burt Lake State Park,45.401561607715294,-84.61957921495917,State Park or Recreation Area,,,"Burt Lake State Park is a public recreation area covering approximately 125 acres (51 ha) on the south shore of Burt Lake at Indian River in Cheboygan County, Michigan. The state park features 2,000 feet (610 m) of sandy shoreline, swimming and boating access to the Inland Lakes Waterway, fishing on the Sturgeon River and Burt Lake, and camping facilities.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Burtlakesp.jpg/330px-Burtlakesp.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/BurtLake,Cheboygan,Indian River
Otsego Lake State Park,44.92827352769109,-84.68863018334372,State Park or Recreation Area,,,"Otsego Lake State Park is a public recreation area covering 62 acres (25 ha) on the southeast shore of Otsego Lake in Otsego Lake Township, Otsego County, Michigan.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Otsego_Lake_State_Park_%28Oct_2018%29.jpg/330px-Otsego_Lake_State_Park_%28Oct_2018%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Otsego,Otsego,Gaylord
Ionia State Recreation Area,42.92983717093038,-85.13414510796775,State Park or Recreation Area,,,"Ionia State Recreation Area is a 4,500-acre (1,800 ha) recreation area, located in Ionia County, Michigan.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Ionia_State_Recreation_Area.jpg/330px-Ionia_State_Recreation_Area.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Ionia,Ionia,Ionia
South Higgins Lake State Park,44.42309251068727,-84.67815911609682,State Park or Recreation Area,,,"South Higgins Lake State Park is a public recreation area covering 1,364 acres (552 ha) on the southern shore of Higgins Lake five miles southwest of Roscommon in Roscommon County, Michigan. The state park occupies one mile of shoreline on Higgins Lake and entirely surrounds Marl Lake and portions of the Cut River.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/South_Higgins_Lake_State_Park.jpg/330px-South_Higgins_Lake_State_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/SouthHiggins,Roscommon,Roscommon
Maybury State Park,42.435713168596386,-83.53393057235864,State Park or Recreation Area,,,"Maybury State Park is a public recreation area in Northville Township, Wayne County, Michigan composed of 944 acres (382 ha) of gently rolling terrain, open meadow, and mature forest. The park gives people in the nearby metropolitan area an opportunity to get involved in outdoor recreation activities in a state park setting. Lying adjacent to the park, Maybury Farm is operated as a separate facility by the Northville Community Foundation.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Maybury_Sanatorium.jpg/330px-Maybury_Sanatorium.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Maybury,Wayne,Northville
Wagner Falls Scenic Site,46.38820832013953,-86.6472291401468,State Park or Recreation Area,,,"The Wagner Falls Scenic Site is a Michigan State Park, located in central Alger County, Upper Michigan. The 23-acre (0.1 km2) state scenic area protects Wagner Falls.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Wagner_Falls.jpg/330px-Wagner_Falls.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/WagnerFalls,Alger,Munising
Indian Lake State Park,45.94107159127082,-86.33256681309935,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/IndianLake,Schoolcraft,Manistique
Sturgeon Point Scenic Site,44.71243457030414,-83.27664771815236,State Park or Recreation Area,,,"The Sturgeon Point Light Station is a lighthouse on Lake Huron in Haynes Township, Alcona County, in the northeastern part of Michigan's Lower Peninsula. Established to ward mariners off a reef that extends 1.5 miles (2.4 km) lakeward from Sturgeon Point, it is today regarded as a historic example of a Cape Cod style Great Lakes lighthouse.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Sturgeon_Point_Lighthouse_%28July_2025%29.jpg/330px-Sturgeon_Point_Lighthouse_%28July_2025%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/SturgeonPoint,Alcona,Harrisville
Fort Wilkins State Park,47.467093721278985,-87.86816449343391,State Park or Recreation Area,,,"Fort Wilkins Historic State Park is a historic preservation and public recreation area operated by the Michigan Department of Natural Resources at Copper Harbor, Michigan. The park preserves the restored 1844 army military outpost, Fort Wilkins, which was placed on the National Register of Historic Places in 1970. The state park's 987 acres (399 ha) include camping and day-use facilities as well as the Copper Harbor Lighthouse, built in 1866. The park is a ""Cooperating Site"" of the Keweenaw National Historical Park.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Up_fort_wilkins_01_m1_screen.jpg/330px-Up_fort_wilkins_01_m1_screen.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/FortWilkins,Keweenaw,
W.C. Wetzel Recreation Area,42.73393525585761,-82.84737538802032,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Wetzel,Macomb,
Algonac State Park,42.647491696974065,-82.51470576755351,State Park or Recreation Area,,,"Algonac State Park is a public recreation area covering 1,550 acres (630 ha) along the St. Clair River, two miles north of the city of Algonac in St. Clair County, Michigan, United States. The state park's half mile of river frontage offers a view of passing international freighters.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Algonac_State_Park_2.jpg/330px-Algonac_State_Park_2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Algonac,St. Clair,Marine City
Wilson State Park,44.0288912134241,-84.8053469611525,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Wilson,Clare,Harrison
Van Buren State Park,42.33793489606533,-86.30133270103369,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/VanBuren,Van Buren,South Haven
Bald Mountain State Recreation Area,42.74321103845456,-83.21857747384324,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/BaldMtn,Oakland,Lake Orion
Baraga State Park,46.76082443762509,-88.50035840833792,State Park or Recreation Area,,,"Baraga State Park is a public recreation area covering 56 acres (23 ha) on the shore of Lake Superior's Keweenaw Bay in Baraga County, Michigan. The state park sits along Route 41 on the south side of the village of Baraga. The park, village, and county bear the name of Bishop Frederic Baraga.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/BaragaStateParkEntranceSign.jpg/330px-BaragaStateParkEntranceSign.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Baraga,Baraga,Baraga
Holly State Recreation Area,42.81628323459075,-83.54023660979442,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Holly,Oakland,Holly
Cambridge Junction Historic State Park,42.06217306744286,-84.22271874824386,State Park or Recreation Area,,,"Cambridge Junction Historic State Park is a historical preservation area 3 miles (4.8 km) south of Brooklyn in Cambridge Township, Michigan, that includes Walker Tavern, a major stopping place for stagecoaches traveling between Detroit and Chicago in the early nineteenth century.
The tavern is operated seasonally by the Michigan History Center. The 80-acre state park includes two additional historic structures: a reconstructed barn with artifacts and exhibits about people, travel and work in the mid-19th century, and the 1929 Hewitt House Visitors Center which focuses on early auto tourism an…",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Walker%27s_Tavern_Cambridge_Junction_Historic_State_Park_Brooklyn_Michigan.JPG/330px-Walker%27s_Tavern_Cambridge_Junction_Historic_State_Park_Brooklyn_Michigan.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Cambridge,Lenawee,Brooklyn
Proud Lake State Recreation Area,42.5702441912484,-83.55965559220452,State Park or Recreation Area,,,"Proud Lake State Recreation Area is a state-managed public park and recreation area located in Commerce Township, Oakland County, Michigan, near Wixom. It is under the jurisdiction of the Michigan Department of Natural Resources. The recreation area has a total area of 3,030 acres (12.3 km2) and offers various outdoor activities including 20 miles (32 km) of hiking trails, cross-country skiing, fishing in the Huron River, hunting, canoeing, and picnicking. A campground has 130 campsites and a 24-person cabin for rent.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Proud_Lake_Recreation_Area.jpg/330px-Proud_Lake_Recreation_Area.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/ProudLake,Oakland,Commerce Twp.
Highland State Recreation Area,42.65008220545172,-83.54383059520151,State Park or Recreation Area,,,,,https://www.michigan.gov/recsearch/parks/Highland,Oakland,White Lake
Fred Meijer White Pine Trail State Park,43.07765216960237,-85.60694826604585,State Park or Recreation Area,,,Fred Meijer White Pine Trail State Park is a 92-mile (148 km) long linear state park in the U.S. state of Michigan.,https://upload.wikimedia.org/wikipedia/commons/d/de/White_Pine_Trail%2C_Michigan.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.michigan.gov/recsearch/parks/FredMeijerWhitePine,Kent,
William Field Memorial Hart-Montague Trail State Park,43.689121136027964,-86.37259681975867,State Park or Recreation Area,,,,,,Oceana,
Straits State Park,45.858344674168364,-84.72094030033128,State Park or Recreation Area,,,Straits State Park is a state park in the U.S. state of Michigan located in Moran Township and St. Ignace in Mackinac County on the northern shores of the Straits of Mackinac. The Father Marquette National Memorial and park is also located within the state park boundaries. The park has 255 campsites and several locations for viewing the Mackinac Bridge.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Straits_State_Park_bridge_view_%28November_2019%29.jpg/330px-Straits_State_Park_bridge_view_%28November_2019%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/Straits,Mackinac,St. Ignace
Lakelands Trail State Park,42.465648156666816,-83.87627567913549,State Park or Recreation Area,,,"Lakelands Trail State Park, officially the Mike Levine Lakelands Trail State Park since January 20, 2017, is a state park in Michigan that runs east–west from southwest of Munith to Hamburg Township, Michigan. It is a multi-use trail converted from abandoned railroad corridors. According to the Michigan DNR web site, the north side of the trail is for hiking and biking, and the south side is for horseback riding.
Based on the latest published DNR map the trail is 31.9 miles (51.3 km) long with the surface from Hawkins Rd. southwest of Munith to west of Pinckney composed of sections of crushed…",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Lakelands_Trail_State_Park_%28Pinckney%29.jpg/330px-Lakelands_Trail_State_Park_%28Pinckney%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/MikeLevineLakelands,Livingston,Pinckney
Van Buren Trail State Park,42.21133814617303,-86.17114668416085,State Park or Recreation Area,,,"Van Buren Trail State Park, also known as Trail State Park, is an unimproved rail trail running along a former railroad right-of-way between Hartford, Michigan to South Haven, Michigan in Van Buren County. It is 14 miles (23 km) long and is used by hikers, mountain bikers and horse trail riders in the summer and snowmobilers in the winter. Terrain is flat with farmland and trees.",,https://en.wikipedia.org/wiki/Van_Buren_Trail_State_Park,Van Buren,
Belle Isle Park,42.3373220004083,-82.98459400043728,State Park or Recreation Area,,,"Belle Isle Park, known simply as Belle Isle, is a 982-acre island park in Detroit, Michigan, developed in the late 19th century. It consists of Belle Isle, an island in the Detroit River, as well as several surrounding islets. The U.S.-Canada border is in the channel south of Belle Isle.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Belle_Isle_Park.jpg/330px-Belle_Isle_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.michigan.gov/recsearch/parks/BelleIsle,Wayne,Detroit
Menominee River State Recreation Area,45.75970622051045,-87.93897541889183,State Park or Recreation Area,,,"Menominee River State Recreation Area is a state-managed protected area located in Breitung and Norway townships in Dickinson County and Faithorn Township in Menominee County, Michigan, southeast of Iron Mountain. It is 2,354 acres (953 ha) in area and is currently undeveloped. The park comprises a 145.35-acre (58.82 ha) tract along 1.5 miles (2.4 km) of the Menominee River south of the City of Norway and the 2,208.83-acre (893.88 ha) Quiver Falls Tract along eight miles (13 km) of the river farther downstream. In 2016, an additional 525-acre (212 ha) of Escanaba State Forest land was transfe…",,https://www.michigan.gov/recsearch/parks/Menominee,Dickinson,Norway
