name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Taylor Methodist Episcopal Church Cemetery,42.19746200000003,-83.25456599999995,,2000,"Taylor Methodist Episcopal Church Cemetery
The Taylor Methodist Episcopal congregation built the first church in Taylor Township in 1882 on land  donated  by  Marlin H. H. and Rachel Coan for a church and cemetery. Platted in 1884, this cemetery originated as the church’s burial ground. At that time, remains dating from as early as the 1840s were relocated here from private family cemeteries. In 1923 the burial ground became the West Mound Cemetery, named for the large sand hill on which it stood. The remains of Peter Coan, Taylor’s first landowner, are among the 3,200 graves, of which 114 da…",,,Wayne,Taylor
Harriet Quimby,41.93680800000004,-85.04879899999997,5,2000,"Harriet Quimby
According to a long-standing Quimby family tradition, early aviatrix Harriet Quimby was born in the Coldwater area on May 1, 1875, to Ursula (Cook) and William Quimby. She spent her childhood in Arcadia, Michigan, and Arroyo Grande, California. In 1902 Harriet became a journalist for the San Francisco Dramatic Review. She later wrote features for the San Francisco Chronicle and worked for the Call-Bulletin. In 1903 she went to New York where she wrote drama reviews and features for Leslie’s Illustrated Weekly. At the October 1910 Belmont Park Aviation Meet she became fascinated…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/259/attachments/2459,,Branch,Coldwater
Marquette's Death,43.94880200000006,-86.45566399899997,,1966,"Marquette's Death
Father Jacques Marquette, the great Jesuit missionary and explorer, died and was buried by two French companions somewhere along the Lake Michigan shore on May 18, 1675. He had been returning to his mission at St. Ignace, which he had left in 1673 to go exploring in the Mississippi country. The exact location of his death has long been a subject of controversy. A spot close to the southeast slope of this hill, near the ancient outlet of the Pere Marquette River, corresponds with the death site as located by early French accounts and maps and a constant tradition of the past.…",,,Mason,Pere Marquette Township
Carver Elementary School,42.45015300000006,-83.16552500099993,4,1996,"Carver Elementary School
During the early twentieth century, many African Americans migrated north to work in Detroit’s automobile factories. Increased migration during World War II prompted Royal Oak Township’s Clinton School District to split into two racially segregated districts. The new Carver School District and the George Washington Carver Elementary School, built in 1945, served black students. By 1960 the Carver district suffered a drop in tax revenue and could not support a high school. Because neighboring districts would not accept Carver’s students, Governor G. Mennen Williams mer…",,,Oakland,Ferndale
First International Tunnel,42.96043000000003,-82.44242999999994,,1962,"First International Tunnel
At this point the Grand Trunk Western Railroad tunnel, linking Port Huron with Canada, passes underneath Gratiot Avenue. This international submarine railway tunnel—first in the world—was opened in 1891. The tunnel’s total length is 11,725 feet, with 2,290 feet underwater. The tunnel operations were electrified in 1908 and completely dieselized in 1958. Tracks were lowered in 1949 to accommodate larger freight cars. During World War I, a plot to blast the tunnel was foiled.",,,St. Clair,Port Huron
The Edison Institute / The Edison Institute,42.30280300000004,-83.23236499999996,5,1962,"The Edison Institute
The Edison Institute, founded on this site by Henry Ford and dedicated to Thomas Alva Edison by President Herbert Hoover on October 21, 1929, the fiftieth anniversary of the invention of the incandescent lamp, has three divisions.   Greenfield Village, America’s first outdoor museum, contains some one hundred historic buildings moved here from many different areas to show how Americans lived and worked during the first three centuries of their history. The Henry Ford Museum exhibits Ford’s vast collections of Americana, which he began assembling as early as 1906. Together…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/263/attachments/2316,,Wayne,Dearborn
Great Fire of 1871,44.28124900000006,-86.31494499999997,,1957,"Great Fire of 1871
On October 8, 1871, the day the famous Chicago fire began, equally terrible fires broke out on Lake Michigan’s east coast in forests parched by a hot, dry summer. The flames were fanned by high winds. In a few hours most of Holland and Manistee lay in smoldering ruins, a fate other coastal towns barely escaped. The fires swept on across the state, clear to Lake Huron, destroying some two million acres of trees. Relief for the thousands of victims came from all over Michigan and the nation.",,,Manistee,Manistee Township
Kalamazoo Celery,42.27636700000005,-85.58730399999996,,1958,"Kalamazoo Celery
A Scotsman named Taylor grew the first celery in Kalamazoo in 1856. Diners at the Burdick Hotel regarded it with curiosity. Cornelius De Bruyn, a gardener, who came here from the Netherlands in 1866, developed the modern type of celery from the earlier soup celery. Other Dutch farmers by 1872 were turning the Kalamazoo mucklands into fields of celery. J. S. Dunkley sold medicines and condiments made of celery. Soon Kalamazoo celery was known the nation over. Michigan has been a leading celery producer ever since.",,,Kalamazoo,Kalamazoo
Hastings Mutual Insurance Company,42.66060700000003,-85.28294599999998,4,1984,"Hastings Mutual Insurance Company
On April 5, 1885, the Michigan Mutual Tornado, Cyclone, and Windstorm Insurance Company became the first mutual windstorm company incorporated by the state of Michigan. Starting in a one-room office above Grant’s store, the company occupied and outgrew five sites in Hastings. Locally the firm was called the Windstorm Company, while out of town it was known as the Hastings Company. In 1920 its name was formally changed to the Michigan Mutual Windstorm Insurance Company. On January 15, 1959, the company became a general mutual, taking the name Hastings Mutual I…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/267/attachments/313,,Barry,Hastings
George W. Lowry House,42.648933000000056,-85.29063799999994,1,1992,"George W. Lowry House
Oakland County physician George W. Lowry (1850-1922) purchased this lot and a medical practice from Dr. William A. Upjohn in 1887. In 1892-94 he built one of Hastings’s finest residences, which also housed his medical office. The asymmetrical composition, stately turret, decorative bargeboards and spindlework typify Queen Anne architecture. In 1922 Dr. Haroutoune A. Adrounie (1882-1936) purchased the house and Lowry’s practice. Dr. Adrounie’s wife, Dorothy, lived in the house until her death in 1988.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/268/attachments/314,,Barry,Hastings
Davidson House,42.966252000000054,-82.42496400099998,,1973,"Davidson House
This excellent Queen Anne-style house, completed in 1890, was the residence of Wilbur F. Davidson until his death in 1913. Born in Adrian in 1852, Davidson opened a Port Huron dry goods store in 1882. The next year he installed in the store the first electric light plant in St. Clair County. Much of the rest of his business career was with public and private electrical utilities. Davidson’s daughter lived in the family home until 1951. In 1972 the building was entered on the National Register of Historic Places.",,,St. Clair,Port Huron
The Ardis Furnace,45.83800800000006,-88.05250099999995,,1972,"The Ardis Furnace
Inventor John T. Jones of Iron Mountain recognized the economic potential of the low-grade iron ore of the Upper Peninsula. He developed a method for processing the ore and built an experimental furnace in 1908, named for his daughter Ardis, to test his theory. The furnace, a huge metal tube lined with firebrick, was placed on an incline and charged with ore. The whole device was rotated by electric motor, with iron suitable for mill use discharged from the lower end of the tube. The experiment was plagued with financial and mechanical problems, and by the close of World War…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/270/attachments/318,,Dickinson,Iron Mountain
Poe's Corners,41.92574900000005,-85.81867200099998,,1991,"Poe's Corners
In 1835 George Poe (1779-1851) emigrated from Crawford County, Ohio, and settled on land deeded to him by the U.S. government. Within two years he acquired 520 acres of land in Newberg Township. Many members of the Poe family settled in this vicinity, and it became known as the Poe Neighborhood and Poe’s Corners. In 1838 the first recorded burial, that of Rachel Everhart, occurred in Poe’s Cemetery, located on one corner of George Poe’s farm. The First Regular Baptist Church of Newberg, also known as Poe’s Church, was organized in 1841; a church was erected in 1858. School Distr…",,,Cass,Jones
Lansing Community College,42.74015300000008,-84.55364399999996,4,1987,"Lansing Community College
Lansing Community College was established on April 8, 1957, by the Lansing Public Schools. It opened that fall with 425 students and sixteen faculty members. It offered civil, mechanical and electronic technologies, as well as practical nursing and apprenticeship programs. In 1961 the college began year-round operation. The Lansing Community College District was formed by a vote of area citizens in 1964. The Board of Trustees was organized and six members were elected at that time. The first off-campus learning center was established in 1971. In its thirtieth year of…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/272/attachments/319,,Ingham,Lansing
Trinity Church / Trinity Episcopal Church,43.597597000000064,-83.88029399999994,5,2005,"Trinity Church
Trinity Church grew from a small group of settlers served by Episcopal missionaries beginning around 1842. Church records credit William and Ann Fitzhugh with founding the church. On March 4, 1854, fourteen people, led by the Reverend Voltaire Spaulding, formally organized the parish in what was then Lower Saginaw (renamed Bay City in 1857). Members worshipped in ""the brown school"" and ""the ball (bowling) alley"" until their first church was built in 1860. By 1883 Trinity´s membership had reached 175 people. Spurred by a monetary bequest from Elizabeth Birney, and a donation of…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/273/attachments/322,,Bay,Bay City
Cass County Courthouse,41.911928000000046,-86.01252900099996,,1977,"Cass County Courthouse
Completed in 1899, this wooden frame building with limestone veneer is the third courthouse to serve Cass County. The Territorial Government of Michigan established the county in 1829 and named it after then-governor Lewis Cass. Two years later Cassopolis became the county seat. The Board of Supervisors built the first courthouse in 1835 away from the Public Square. The area’s rapid growth necessitated the erection of a second courthouse on the Public Square in 1841. Nineteen years later some county offices moved across the street to a building called “The Fort.” The in…",,,Cass,Cassopolis
St. Clement Cemetery,42.48098720000007,-83.02300569999994,,2006,"St. Clement Cemetery
St. Clement Catholic Church served as the center of community life for the Belgian, German, Polish, French, and Irish Catholics who settled at Kunrod’s Corner during the mid-nineteenth century.  This cemetery originated as the parish’s burying ground, where primarily church members were interred.  The earliest known burial dates from March 27, 1854.  More than 800 graves date from the nineteenth century.  The inscriptions on the grave markers not only confirm Center Line’s diverse ethnic origins, they reflect the names of some of Macomb County’s earliest settlers and most…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/275/attachments/329,,Macomb,Center Line
Ludington Hotel,45.74564300000003,-87.05003399999998,1,1990,"Ludington Hotel
In 1864 E. Gaynor built the Gaynor House hotel, which he renamed the Ludington House in 1871 after lumberman Nelson Ludington. In the late 1880s proprietor John Christie enlarged the hotel and renamed the establishment the New Ludington Hotel. An advertisement in the 1893 Michigan Gazetteer and Business Directory read, “New Ludington Hotel-The Largest and Only hotel In the city having Baths, Steam Heat and Electric Call Bells-$2.00 per day.” The hotel exemplifies Queen Anne resort architecture, popular in the 1880s and 1890s.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/276/attachments/333,,Delta,Escanaba
Pioneer Cemetery,42.280732768000064,-85.58946455999995,4,1960,"Pioneer Cemetery
South Westnedge Street Park is actually Kalamazoo’s first cemetery. The pioneer leader, Cyren Burdick, and his wife, Mary Ann, in 1833 donated this land as a common burial ground. From this time until 1862 hundreds of pioneer settlers were buried here in what was then known as South West Street Cemetery. Later an unknown number of bodies were removed to other cemeteries in the village. In 1884, after years of neglect, Kalamazoo’s pioneer cemetery was converted into a park.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/277/attachments/334,,Kalamazoo,Kalamazoo
Grosse Pointe High School,42.390595000000076,-82.90362899999997,4,1993,"Grosse Point High School
Completed in 1928, this Neo-Georgian school, with its 134-foot-tall clock tower, is reminiscent of eighteenth-century buildings like Philadelphia’s Independence Hall. Detroit architect George J. Haas designed the school with the most modern equipment and fashionable accoutrements. The school’s Program of Dedication noted that the goal was to “create in appearance an expression in brick and mortar of the idealism of the public school in community and individual life.” The hallways are lined with pink Tennessee marble and the doorways are crowned with plaster cornices.…",,,Wayne,Grosse Pointe Farms
Essex / Essex,45.14781400000004,-85.28553400099997,2,1995,"Essex
The Central Lake Lumber Company founded the town of Essex in 1899. The company built a branch of the Pere Marquette Railroad in Banks Township to transport its products to market. During the fall of 1903 the company’s advertisement-- “Wanted at Essex 50 men and 10 teams wanted for the season Steady work”--attracted many loggers to Essex. When the company first arrived it dammed King Creek to create an area to wash the logs. The creek is one of the few reminders of the location where the town existed.

Essex
At the beginning of 1901, a reporter visiting Essex noted thirty to forty houses…",,,Antrim,Ellsworth
Saginaw Post Office / Saginaw Post Office,43.43139300000007,-83.93582099899999,,1995,"Saginaw Post Office
In 1889, at the urging of Saginaw Congressman (later governor) Aaron Bliss, the Congress appropriated one hundred thousand dollars for the construction of a new federal building in Saginaw. During the next several years the project stalled as city leaders rejected two different sets of plans drawn by U.S. Treasury Department architects. Congressman William Linton, who represented the Saginaw district from 1893 to 1897, persuaded the government to draft a third design. William Aiken, the newly appointed supervising architect of the Treasury Department, submitted a final pla…",,,Saginaw,Saginaw
Hudson Mills,42.38671300000004,-83.91068199999995,1,1971,"Hudson Mills
This hamlet developed around the mills which were located here to utilize the great water power of the Huron River. Cornelius Osterhout built a sawmill here about 1827, followed in 1846 by a gristmill in which three men produced six thousand barrels of flour a year. Later a cider mill and plaster mill became part of the complex. In 1882 a wood pulp producer, the Birkett Manufacturing Company, acquired the mill property. Across the Huron the remains of the Birkett mill and dam are still visible.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/281/attachments/337,,Washtenaw,Dexter
Menominee Iron Range,45.80409300000008,-87.96847299999996,,1958,"Menominee Iron Range
This range, named for the Menominee River which runs through part of it, is one of three great iron ore districts in the Upper Peninsula. In 1846 William A. Burt, the discoverer of the Marquette Iron Range, noted signs of iron ore in the Crystal Falls area. In 1849 federal geologist J. W. Foster found ore near Lake Antoine, and two years later he and J. D. Whitney confirmed Burt’s report on the Crystal Falls district. The first mining activity began in 1872 at the Breen Mine, where ore had been discovered in the 1860s by the Breen brothers, timber cruisers from Menominee.…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/282/attachments/339,,Dickinson,Quinnesec
The University of Michigan,42.27682000000004,-83.73788899999994,4,1957,"The University of Michigan
By legislative act in 1837, Ann Arbor was selected as the site for the University of Michigan. Near this point on the original forty-acre campus, classes were held in old Mason Hall in the fall of 1841. The student body numbered seven; the faculty had two members. Dr. Henry Philip Tappan’s appointment in 1852 as the president of the university marked the beginning of the steady growth that has made it a world-famous institution.",,,Washtenaw,Ann Arbor
Presbyterian Church of South Saginaw,43.405054000000064,-83.95747599899994,,1982,"Presbyterian Church of South Saginaw
Begun in 1865 as a Sunday school for children of this area, the Presbyterian Church of South Saginaw was formally organized on November 10, 1866. Shortly afterwards, the congregation purchased a small building on the corner of Washington and Williamson. In 1872 Norman Miller of Saginaw City gave the congregation the lot across the street from the original church. The frame structure was moved to that site, and worship services were held there until 1885 when the present brick church was erected on the same lot. With the consolidation of the cities of East…",,,Saginaw,Saginaw
Ephraim Shay,45.43052200000005,-84.98436499999997,,1970,"Ephraim Shay
The many-sided house across the street, sheathed in steel plates, was built for Ephraim Shay, inventor of the Shay locomotive operated by a gear drive mechanism. Its great traction power and ability to operate on tight curves made it a favorite with logging and mining firms. Built in Lima, Ohio, thousands of Shays were operated by railroads throughout the world. Several were used on Shay’s Hemlock Central Railroad which began here and ran about fifteen miles to the north. Shay, born in Ohio in 1839, was an inveterate mechanic. He built the Harbor Springs waterworks and later dona…",,,Emmet,Harbor Springs
Redford Township District No. 5 School,42.42390100000006,-83.29684099899998,,1994,"Redford Township District No. 5 School
Three Redford Township District No. 5 Schools have stood on this property. A log structure served students from around 1842 until the 1870s when a wooden-frame school was constructed. The present structure, built sometime between 1916 and 1921, was erected according to stock plans provided free by the state superintendent of public instruction, who noted: “The modern rural building is planned to observe both hygienic needs and the conveniences of schoolroom administration.” Renamed Redford Union District No. 1 in 1923, and known popularly as the Beech Ro…",,,Wayne,Redford
Grosse Pointe Academy,42.39607900000004,-82.89269299999995,,1977,"Grosse Pointe Academy
Owned by the Religious of the Sacred Heart from 1867 to 1969, this site is now an independent school. The narrow shape of the property reflects its original use as a French “ribbon farm” extending inland from Lake St. Clair. Situated at the Grosse Pointe Academy are an 1868 structure initially used as a public school for village children; the present academy building erected in 1929; and a place of worship modeled after a French convent chapel. Each of these edifices is still in use.",,,Wayne,Grosse Pointe Farms
Van Buren County Poorhouse,42.216428000000064,-86.10846999899996,3,2024,"Van Buren County Poorhouse
Constructed in 1884 as the county poorhouse and infirmary, this building housed people who were indigent or had intellectual or developmental disabilities. Residents performed many tasks, including working on the grounds and the adjacent farm. They produced much of the poorhouse’s food. The building operated as a county social welfare office from 1951 to 1958, reflecting society’s changing methods of aiding the poor. In 1973 the Van Buren County Historical Museum moved into the structure.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/288/attachments/340,,Van Buren,Hartford
First State Prison,42.25669300000004,-84.40621499999997,,1958,"First State Prison
This was the original site of Michigan’s first state prison, approved by the legislature in 1838. A temporary wooden prison, enclosed by a fence of tamarack poles, was built on sixty acres donated for that purpose here. In 1839 the first thirty-five prisoners were received. A permanent prison was built three years later. Beginning in the 1880s under Warden H. F. Hatch a greater emphasis was placed on the education and rehabilitation of prisoners. After 1934 the inmates were housed in the new prison north of Jackson.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/289/attachments/342,,Jackson,Jackson
Van Buren County / Van Buren County Courthouse,42.21625000000006,-85.88956799999994,,1990,"Van Buren County
Settlers attracted by lumbering came to this area in the 1830s. By the 1860s a mild climate, rich soil and easy access to the Chicago markets created a thriving fruit industry in Van Buren County. The county was one of thirteen platted by the territorial legislature in 1829, and one of six named for President Andrew Jackson’s cabinet members. A gubernatorial commission chose Lawrence as the seat of government; however, when the county was set-off in 1837, the board of supervisors chose Paw Paw. When the board decided to build a new courthouse in 1900, it considered moving the…",,,Van Buren,Paw Paw
Perrinsville,42.34678506000006,-83.34868997299998,4,2025,"Perrinsville
The village of Perrinsville was established as a small commercial center during the 1830s. Abraham and Isaac Perrin started a successful sawmill where Merriman Road now crosses the Middle Rouge. Several businesses sprang up and the community became known as Perrinsville. About 1850 the village reached its peak of activity with flourishing enterprises on Ann Arbor Trail and Merriman Road. But a railroad built during this era by-passed Perrinsville to the south; in 1871 this railroad was intersected at what is now Wayne City by a rail line running from the north. Perrinsville’s dis…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/291/attachments/2164,,Wayne,Westland
Fort Street Presbyterian Church,42.32764300000008,-83.05410100099994,,1975,"Fort Street Presbyterian Church
Second Presbyterian Church was organized in 1849 by the Reverend Robert K. Kellogg and twenty-six charter members. The present limestone building, dedicated in 1855, was designed by Octavius and Albert Jordan in [the] Gothic Revival style. Renamed in 1859 as Fort Street Presbyterian Church, it has survived two severe fires, in 1876 and 1914. Still substantially unchanged, it is one of Detroit’s oldest churches.",,,Wayne,Detroit
Jacob J. Post House,45.649144000000035,-84.47395799999998,,1990,"Jacob J. Post House
Cheboygan businessman Jacob J. Post built this Queen Anne-style house in 1886. The residence was designed by Frederick W. Hollister of Saginaw and reflects Post’s prominence in the community. A New York native, Post received a medical discharge from the Union army in 1863. He then worked in a general store where he learned the merchant trade. In 1872 Post and his wife, Cornelia, settled in Cheboygan. Here he opened Cheboygan’s first hardware store and founded the First National Bank of Cheboygan.",,,Cheboygan,Cheboygan
Belrockton Dormitory,43.097631000000035,-85.22622199999995,,1993,"Belrockton Dormitory
Built in 1906, the Belrockton is the last remaining boardinghouse of the three provided by the Belding Brothers and Company for its single female workers. A major silk manufacturer during the late nineteenth and early twentieth centuries, the company employed hundreds of young women and earned Belding the title of “Silk City of the World.” Providing accomodations for one hundred residents and staff, the Belrockton Dormitory, a Classical Revival-inspired building, was erected at a cost of thirty thousand dollars. Following the closing of the company’s silk mills in 1935, t…",,,Ionia,Belding
Mount Hope Cemetery,42.71176200000008,-84.52727400099997,5,2009,"Mount Hope Cemetery
Mount Hope Cemetery opened as Lansing's new city cemetery in June 1874 on what was formerly the John Miller Farm. Between 1874 and 1881 the city vacated the Lansing City Cemetery, located on the site of what would become Oak Park, and moved roughly one thousand graves to Mount Hope. Frederick W. Higgins, superintendent of Detroit's Woodmere Cemetery, planned the drives, and Henry Lee Bancroft, Lansing cemetery superintendent and director of parks and recreation from 1914 to 1957, developed the landscape over many years. The rolling terrain, curving drives, and variety and…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/297/attachments/352,,Ingham,Lansing
Fruitland District No. 6 School,43.365999000000045,-86.39738499999999,,1992,"Fruitland DIstrict No. 6 School
This clapboard school with its octagonal belfry was erected here in 1883, following the organization of School District No. 6 in 1882. The new school was built by Thomas Keilor on land donated by John McNeil. Students attended classes here from 1883 through May 1948, when Fruitland Township School District consolidated with Whitehall. In 1961 the school was donated to the White Lake Community Club. The club deeded the property to Fruitland Township in 1990.",,,Muskegon,Whitehall
Meridian-Base Line Initial Point / Meridian-Base Line Dual Initial Points,42.42311100000006,-84.35620699999998,4,2015,"Meridian-Base Line Initial Point
The 1785 Land Ordinance organized the system of surveying land in regular square six-mile units called townships and  square one-mile subunits called sections. Surveyor General Edward Tiffin set the Michigan Meridian (north-south line) using the 1807 Treaty of Detroit land cessions. On September 29, 1815, Benjamin Hough began surveying north from Fort Defiance, Ohio. Alexander Holmes began surveying the meridian from a point 78 miles west of Detroit. Wet land caused him to turn east then north before starting the base line east. He quit that fall, but Hough co…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/299/attachments/357,,Jackson,Pleasant Lake
The Chicago Road,41.86430188417857,-85.2271119267607,4,1958,"The Chicago Road
One of the great routes for the pioneers coming west was the Chicago Road. The survey of the road began at Detroit in 1825 and followed closely the Sauk Trail, which Indians had marked and traveled for centuries before the coming of the white man. Because of its many curves the road was likened to ""a huge serpent, lazily pursuing its onward course, utterly unconcerned as to its destination."" Originally designed as a military highway linking the forts at Detroit and Chicago, the road proved to be more important in opening southern Michigan to settlement and as a westward land…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/300/attachments/360,,Branch,Bronson
Pioneer School / Pioneer School,42.27314510600007,-84.96177378299996,2,1987,"Pioneer School
The city of Marshall was platted in 1830 by Sidney Ketchum, a land speculator from Clinton County, New York. In 1832 townsfolk erected their first public building, a modest frame schoolhouse, on land donated by Isaac E. Crary, who became one of the fathers of the Michigan public school system. During its early years, the schoolhouse also served as a church for three denominations, the circuit court of Calhoun County, and, during the cholera epidemic, a hospital.

Pioneer School
In 1833 Marshall’s first village officials were elected at a meeting held in the pioneer schoolhouse.…",,,Calhoun,Marshall
First Presbyterian Church,43.41876700000006,-83.96628399999997,3,2012,"First Presbyterian Church
The Reverend Hiram L. Miller and twelve others founded this church, the first in the Saginaw Valley, on March 1, 1838. They first worshiped at a carpentry shop on the corner of Michigan Avenue and Ames Street. The congregation erected a white clapboard church on this site in 1852, the first permanent religious building in the Valley. On November 10, 1883, the cornerstone for the present sanctuary, designed by local architect Fred W. Hollister, was laid. The completed building was dedicated November 22, 1885. There have been several additions and restorations since th…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/303/attachments/362,,Saginaw,Saginaw
William Austin Burt / William Austin Burt,42.71611528900007,-83.08811533499994,5,1986,"William Austin Burt
Near this site lived William Austin Burt, inventor, legislator, surveyor, and millwright.  Born in Massachusetts in 1792, Burt settled in this area in 1824, after spending several years in Erie County, New York.  There he had been a justice of the peace, a school inspector, and a postmaster.  In Michigan he worked as a land surveyor and a millwright, building over eight mills.  He was a member of the Michigan Territorial Legislature in 1826 27.  He served as Mount Vernon’s first postmaster (1832 1856), a Macomb County Circuit Court judge (1833 1853), a state legislator (18…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/304/attachments/364,,Macomb,Washington Township
Harriet Quimby Childhood Home / Harriet Quimby,44.449835000000064,-86.20121899999998,5,2000,"Harriet Quimby Childhood Home
Harriet Quimby (1875-1912), the first American woman to receive a pilot’s license, lived in this house as a child and attended the nearby school. Her parents, William and Ursula Cook Quimby, settled in Bear Lake, present-day Arcadia Township, in 1867 and acquired this property in 1874. Ursula produced and sold patent medicines like “Quimby’s Liver Invigorator,” which was advertised with testimonials from satisfied customers in the Manistee Daily News. Between 1887 and 1890 Harriet and her parents moved to Arroyo Grande, California, which Harriet claimed as her bi…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/306/attachments/368,,Manistee,Arcadia Township
Samuel Coleman House,42.25946200000004,-84.95059299999997,,2000,"Samuel Coleman House
In 1928 the Samuel Coleman family settled in Marshall and became one of only two African American families living in Marshall. The city’s black population had dwindled from 109 in 1870 to 9 in 1920, in part because more work was available in nearby Albion and Battle Creek. In 1937 Coleman and his sons made three thousand cement blocks and used them to build this house. Samuel, his wife, Elizabeth, and their twelve children lived in the house, which also served as a furniture repair shop and a fruit market.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/308/attachments/370,,Calhoun,Marshall
Chief Shoppenagon / Shoppenagon´s Homesite,44.659929000000034,-84.71198899999996,2,1981,"Chief Shoppenagon
Chief David Shoppenagon was born in Indianfields, a Chippewa Indian Village in the Saginaw River Valley. In 1795 his grandfather, also a Chippewa chief, was among the Indians who met with General Anthony Wayne at Fort Greenville, Ohio, and signed a treaty that ended forty years of warfare in the Ohio Valley. Shoppenagon arrived in the Grayling area from the Saginaw Valley during the early 1870s. He trapped, hunted, and was a guide for sportsmen throughout the northern Lower Peninsula.

Shoppenagon´s Homesite
Chief David Shoppenagon had a house near this site, though he spent…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/309/attachments/372,,Crawford,Grayling
Benzonia College,44.61797000000007,-86.09934900099995,4,1964,"Benzonia College
In 1858, in what was then a remote wilderness, the Reverend Charles E. Bailey and four families from his Ohio Congregational parish founded Benzonia colony. It was to be an “educational Christian colony” modeled after the earlier Congregational settlements at Oberlin, Ohio, and Olivet, Michigan. As an integral part of the new community, Grand Traverse College was chartered in 1863. Its first building was erected on this corner. During the pioneer era it provided college preparatory work and teacher training. The school reorganized as Benzonia College in 1891. It supplied coll…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/310/attachments/374,,Benzie,Benzonia
Sturges-Young Auditorium,41.801757000000066,-85.41858599999995,4,2006,"Sturges-Young Auditorium
The Sturges-Young Auditorium opened in 1955 to fanfare and celebration.  The 986-seat multi-purpose facility was much larger than would be expected for a small community like Sturgis. Spurred by private donations, the city began construction on the building in 1954.  Fort Wayne architect A. M. Strauss provided the Modernist design.  Major contributors included the building’s namesakes Clara and Stella Sturges and Emma Young, each of whom stipulated in their wills that funds be used for the construction of a civic auditorium.  The venue has hosted many famous musicians…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/311/attachments/377,,St. Joseph,Sturgis
Governor Frank D. Fitzgerald Home / Governor Frank D. Fitzgerald Home,42.754549000000054,-84.74803599999996,,1979,"Governor Frank D. Fitzgerald Home
Here lived Frank D. Fitzgerald who served his first term as governor 1935-1936. His second term, starting in January 1939, was cut short by his death in this house in March of that year. Born in Grand Ledge in 1885, Fitzgerald earned wide respect from local citizens. A Republican, he was secretary of state 1930-1934. State chief executive during some tumultuous depression years, Fitzgerald advocated government reorganization measures, including a civil service system for state employees.

Governor Frank D. Fitzgerald Home
Governor Fitzgerald acquired this hou…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/313/attachments/382,,Eaton,Grand Ledge
